chunk_id,speaker_id,is_speaking,frame_id,pos_chunk_id,pos_frame_id,neg_chunk_id,neg_speaker_id,neg_frame_id,video_flag,audio_flag
4,1,1,16,5,15,4,0,13,1,1
4,1,1,17,5,0,4,2,0,1,1
5,1,1,0,1,4,5,0,1,1,1
5,1,1,1,1,10,5,0,8,1,1
5,1,1,2,3,10,5,0,11,1,1
5,1,1,3,4,15,5,2,2,1,1
5,1,1,4,4,2,5,0,15,1,1
5,1,1,5,1,1,5,2,3,1,1
5,1,1,6,1,1,5,2,5,1,1
5,1,1,7,3,4,5,2,13,1,1
5,1,1,8,3,16,5,0,5,1,1
5,1,1,9,1,17,5,0,8,1,1
5,1,1,10,2,9,5,0,8,1,1
5,1,1,11,1,8,5,0,2,1,1
5,1,1,12,4,4,5,2,5,1,1
5,1,1,13,4,0,5,0,11,1,1
5,1,1,14,1,16,5,2,8,1,1
5,1,1,15,1,0,5,2,0,1,1
2,1,0,4,1,0,2,2,15,1,0
4,1,0,11,5,13,4,2,3,1,0
1,2,1,0,4,0,1,0,17,1,1
1,2,1,1,3,11,1,1,4,1,1
1,2,1,2,2,6,1,1,1,1,1
1,2,1,3,3,3,1,1,10,1,1
2,2,1,3,3,6,2,1,4,1,1
2,2,1,4,3,1,2,1,9,1,1
2,2,1,5,3,17,2,0,14,1,1
2,2,1,6,3,16,2,0,2,1,1
2,2,1,7,3,14,2,1,4,1,1
2,2,1,8,1,1,2,0,14,1,1
2,2,1,9,3,9,2,0,8,1,1
2,2,1,10,3,11,2,1,4,1,1
2,2,1,11,3,0,2,0,10,1,1
2,2,1,12,4,0,2,0,7,1,1
2,2,1,13,4,0,2,1,17,1,1
2,2,1,14,1,1,2,1,4,1,1
2,2,1,15,4,0,2,1,4,1,1
2,2,1,16,3,17,2,1,15,1,1
2,2,1,17,1,2,2,0,4,1,1
3,2,1,0,2,12,3,0,10,1,1
3,2,1,1,2,14,3,1,7,1,1
3,2,1,2,2,8,3,0,2,1,1
3,2,1,3,2,9,3,0,4,1,1
3,2,1,4,1,2,3,0,3,1,1
3,2,1,5,2,13,3,1,6,1,1
3,2,1,6,4,0,3,1,0,1,1
3,2,1,7,2,10,3,0,0,1,1
3,2,1,8,1,1,3,1,17,1,1
3,2,1,9,2,16,3,1,7,1,1
3,2,1,10,2,3,3,1,4,1,1
3,2,1,11,2,16,3,1,3,1,1
3,2,1,12,1,1,3,0,4,1,1
3,2,1,13,2,3,3,0,4,1,1
3,2,1,14,2,11,3,1,3,1,1
3,2,1,16,1,2,3,0,5,1,1
3,2,1,17,2,4,3,0,8,1,1
4,2,1,0,1,1,4,1,11,1,1
1,2,0,4,5,4,1,1,16,1,0
1,2,0,5,2,10,1,0,11,1,0
1,2,0,6,2,15,1,1,3,1,0
1,2,0,7,5,13,1,0,13,1,0
1,2,0,8,3,1,1,1,12,1,0
1,2,0,9,2,1,1,0,9,1,0
1,2,0,10,4,5,1,1,14,1,0
1,2,0,11,5,5,1,0,0,1,0
1,2,0,12,4,10,1,1,13,1,0
1,2,0,13,3,4,1,1,17,1,0
1,2,0,14,2,14,1,0,3,1,0
1,2,0,15,3,12,1,0,13,1,0
1,2,0,16,3,12,1,0,16,1,0
1,2,0,17,4,5,1,0,0,1,0
2,2,0,0,4,9,2,0,11,1,0
2,2,0,1,1,11,2,1,12,1,0
2,2,0,2,4,12,2,0,1,1,0
3,2,0,15,4,14,3,0,13,1,0
4,2,0,1,3,9,4,0,0,1,0
4,2,0,2,1,8,4,0,8,1,0
4,2,0,3,5,10,4,1,14,1,0
4,2,0,4,1,1,4,1,6,1,0
4,2,0,5,2,15,4,0,0,1,0
4,2,0,6,5,6,4,1,8,1,0
4,2,0,7,1,0,4,0,12,1,0
4,2,0,8,1,2,4,0,3,1,0
4,2,0,9,2,1,4,0,8,1,0
4,2,0,10,1,9,4,0,4,1,0
4,2,0,11,5,0,4,1,4,1,0
4,2,0,12,5,12,4,1,6,1,0
4,2,0,13,2,7,4,0,5,1,0
4,2,0,14,3,5,4,1,11,1,0
4,2,0,15,1,16,4,0,13,1,0
4,2,0,16,2,8,4,1,15,1,0
4,2,0,17,2,16,4,1,10,1,0
5,2,0,0,4,15,5,1,7,1,0
5,2,0,1,1,17,5,1,8,1,0
5,2,0,2,3,15,5,0,15,1,0
5,2,0,3,4,0,5,0,12,1,0
5,2,0,4,3,1,5,1,4,1,0
5,2,0,5,2,15,5,1,13,1,0
5,2,0,6,3,11,5,1,5,1,0
5,2,0,7,3,8,5,1,0,1,0
5,2,0,8,4,2,5,1,14,1,0
5,2,0,9,2,4,5,1,8,1,0
5,2,0,10,3,5,5,0,2,1,0
5,2,0,11,4,16,5,0,2,1,0
5,2,0,12,2,11,5,0,14,1,0
5,2,0,13,2,11,5,0,10,1,0
5,2,0,14,3,6,5,0,9,1,0
5,2,0,15,4,9,5,1,10,1,0
