chunk_id,speaker_id,is_speaking,frame_id,pos_chunk_id,pos_frame_id,neg_chunk_id,neg_speaker_id,neg_frame_id,video_flag,audio_flag
24,0,1,14,21,9,24,2,2,1,1
24,0,1,15,21,9,24,1,3,1,1
24,0,1,16,20,0,24,2,16,1,1
24,0,1,17,31,1,24,2,11,1,1
25,0,1,0,31,13,25,1,6,1,1
25,0,1,1,30,11,25,1,12,1,1
25,0,1,4,20,16,25,1,15,1,1
25,0,1,5,31,14,25,1,3,1,1
25,0,1,6,24,10,25,1,8,1,1
25,0,1,7,26,6,25,1,8,1,1
25,0,1,8,26,8,25,1,11,1,1
25,0,1,9,23,15,25,1,0,1,1
25,0,1,10,20,17,25,1,12,1,1
25,0,1,11,23,7,25,1,4,1,1
25,0,1,12,29,9,25,1,17,1,1
25,0,1,13,29,8,25,1,9,1,1
25,0,1,14,22,0,25,2,3,1,1
25,0,1,15,21,11,25,1,13,1,1
25,0,1,16,28,1,25,1,14,1,1
25,0,1,17,21,17,25,1,12,1,1
26,0,1,0,29,3,26,1,11,1,1
26,0,1,1,29,14,26,1,16,1,1
26,0,1,2,29,7,26,2,10,1,1
26,0,1,3,31,16,26,1,1,1,1
26,0,1,4,20,5,26,1,0,1,1
26,0,1,5,31,9,26,1,17,1,1
26,0,1,6,23,14,26,1,7,1,1
26,0,1,7,23,9,26,1,3,1,1
26,0,1,8,25,9,26,2,13,1,1
26,0,1,9,23,8,26,1,10,1,1
26,0,1,10,31,14,26,2,3,1,1
26,0,1,11,30,13,26,2,13,1,1
26,0,1,12,31,14,26,1,16,1,1
26,0,1,13,28,1,26,1,17,1,1
26,0,1,14,24,0,26,2,10,1,1
28,0,1,0,25,8,28,1,6,1,1
28,0,1,1,21,10,28,1,0,1,1
29,0,1,1,26,1,29,1,11,1,1
29,0,1,2,24,11,29,2,2,1,1
29,0,1,3,25,10,29,1,4,1,1
29,0,1,4,21,0,29,1,8,1,1
29,0,1,5,22,17,29,1,2,1,1
29,0,1,6,20,5,29,1,5,1,1
29,0,1,7,31,13,29,2,15,1,1
29,0,1,8,31,12,29,1,10,1,1
29,0,1,9,28,0,29,1,1,1,1
29,0,1,10,26,4,29,2,13,1,1
29,0,1,13,23,8,29,1,10,1,1
29,0,1,14,24,15,29,1,9,1,1
29,0,1,15,22,13,29,2,0,1,1
29,0,1,16,20,11,29,1,9,1,1
29,0,1,17,25,4,29,1,1,1,1
30,0,1,0,23,14,30,1,10,1,1
30,0,1,1,31,4,30,1,14,1,1
30,0,1,2,31,8,30,2,10,1,1
30,0,1,3,26,8,30,1,13,1,1
30,0,1,4,26,13,30,1,5,1,1
30,0,1,5,26,5,30,1,15,1,1
30,0,1,6,20,9,30,2,4,1,1
30,0,1,7,31,8,30,1,9,1,1
30,0,1,8,26,13,30,2,11,1,1
30,0,1,9,22,6,30,1,8,1,1
30,0,1,10,21,15,30,1,10,1,1
30,0,1,11,20,2,30,1,5,1,1
30,0,1,12,20,3,30,1,1,1,1
30,0,1,13,29,15,30,1,15,1,1
30,0,1,14,29,5,30,1,15,1,1
30,0,1,15,20,14,30,1,0,1,1
30,0,1,16,26,13,30,2,5,1,1
30,0,1,17,29,13,30,1,10,1,1
31,0,1,0,21,0,31,1,16,1,1
31,0,1,1,21,5,31,1,13,1,1
31,0,1,2,21,11,31,1,11,1,1
31,0,1,3,26,11,31,1,0,1,1
31,0,1,4,21,2,31,1,2,1,1
31,0,1,5,26,1,31,1,15,1,1
31,0,1,8,21,11,31,2,16,1,1
31,0,1,9,21,10,31,1,17,1,1
31,0,1,10,30,5,31,1,14,1,1
31,0,1,11,21,11,31,2,14,1,1
31,0,1,12,26,14,31,1,6,1,1
31,0,1,13,23,8,31,1,14,1,1
31,0,1,14,26,12,31,2,3,1,1
31,0,1,15,20,8,31,1,11,1,1
31,0,1,16,26,13,31,1,2,1,1
31,0,1,17,29,13,31,2,12,1,1
22,0,0,3,25,9,22,1,14,1,0
22,0,0,4,27,10,22,2,1,1,0
22,0,0,8,27,4,22,2,16,1,0
25,0,0,2,21,15,25,2,17,1,0
25,0,0,3,26,17,25,2,8,1,0
26,0,0,15,20,8,26,2,14,1,0
26,0,0,16,23,13,26,2,1,1,0
26,0,0,17,25,0,26,1,2,1,0
27,0,0,0,29,10,27,2,16,1,0
27,0,0,1,20,8,27,2,9,1,0
27,0,0,2,29,0,27,2,11,1,0
27,0,0,3,23,14,27,2,3,1,0
27,0,0,4,26,12,27,1,10,1,0
27,0,0,5,20,12,27,1,17,1,0
27,0,0,6,32,4,27,2,8,1,0
27,0,0,7,20,17,27,1,16,1,0
27,0,0,8,28,10,27,1,0,1,0
27,0,0,9,24,1,27,2,1,1,0
27,0,0,10,25,7,27,2,3,1,0
27,0,0,11,30,3,27,1,2,1,0
27,0,0,12,20,8,27,2,11,1,0
27,0,0,13,24,6,27,1,4,1,0
27,0,0,14,31,3,27,1,14,1,0
27,0,0,15,28,4,27,1,9,1,0
27,0,0,16,25,1,27,1,10,1,0
27,0,0,17,30,1,27,2,5,1,0
28,0,0,2,26,13,28,1,4,1,0
28,0,0,3,24,16,28,1,4,1,0
28,0,0,4,32,0,28,2,10,1,0
28,0,0,5,22,9,28,1,13,1,0
28,0,0,6,22,13,28,2,13,1,0
28,0,0,7,30,11,28,1,10,1,0
28,0,0,8,20,1,28,1,7,1,0
28,0,0,9,25,1,28,1,13,1,0
28,0,0,10,22,17,28,2,6,1,0
28,0,0,11,26,14,28,2,11,1,0
28,0,0,12,24,13,28,2,9,1,0
28,0,0,13,29,9,28,2,8,1,0
28,0,0,14,29,14,28,2,13,1,0
28,0,0,15,32,2,28,2,0,1,0
28,0,0,16,22,4,28,2,13,1,0
28,0,0,17,24,6,28,1,2,1,0
29,0,0,0,27,12,29,1,2,1,0
29,0,0,11,20,4,29,2,10,1,0
29,0,0,12,28,15,29,2,7,1,0
31,0,0,6,29,8,31,1,4,1,0
31,0,0,7,23,10,31,1,13,1,0
32,0,0,0,29,15,32,1,0,1,0
32,0,0,1,20,10,32,2,1,1,0
32,0,0,2,31,8,32,2,5,1,0
32,0,0,3,21,0,32,1,3,1,0
32,0,0,4,21,6,32,2,2,1,0
32,0,0,5,31,12,32,2,4,1,0
32,0,0,6,23,14,32,2,2,1,0
32,0,0,7,26,9,32,1,5,1,0
32,0,0,8,23,15,32,1,5,1,0
20,1,1,0,27,12,20,0,10,1,1
20,1,1,1,29,7,20,2,11,1,1
20,1,1,2,25,13,20,2,12,1,1
20,1,1,3,30,4,20,0,7,1,1
20,1,1,4,28,3,20,2,3,1,1
20,1,1,5,27,2,20,0,4,1,1
20,1,1,6,24,17,20,2,3,1,1
20,1,1,7,25,5,20,0,17,1,1
20,1,1,8,24,16,20,2,7,1,1
20,1,1,9,28,16,20,0,12,1,1
20,1,1,10,21,5,20,0,2,1,1
20,1,1,11,27,3,20,2,6,1,1
20,1,1,12,27,4,20,0,10,1,1
20,1,1,13,30,14,20,0,6,1,1
20,1,1,14,29,5,20,2,9,1,1
20,1,1,15,27,3,20,2,12,1,1
20,1,1,16,21,15,20,0,1,1,1
20,1,1,17,32,7,20,0,14,1,1
21,1,1,0,22,8,21,2,0,1,1
21,1,1,1,24,14,21,2,3,1,1
21,1,1,2,31,2,21,2,13,1,1
21,1,1,3,31,2,21,2,16,1,1
21,1,1,5,24,1,21,2,11,1,1
21,1,1,6,22,0,21,2,3,1,1
21,1,1,7,28,15,21,0,6,1,1
21,1,1,8,29,17,21,0,1,1,1
21,1,1,9,28,5,21,0,17,1,1
21,1,1,10,30,6,21,2,0,1,1
21,1,1,11,27,12,21,0,12,1,1
21,1,1,12,26,16,21,0,4,1,1
21,1,1,13,23,6,21,2,0,1,1
21,1,1,14,29,11,21,2,8,1,1
21,1,1,15,20,5,21,2,1,1,1
21,1,1,16,26,17,21,2,3,1,1
21,1,1,17,22,12,21,0,14,1,1
22,1,1,0,24,2,22,2,2,1,1
22,1,1,1,21,11,22,2,13,1,1
22,1,1,2,20,13,22,0,2,1,1
22,1,1,3,26,2,22,0,10,1,1
22,1,1,4,29,8,22,0,4,1,1
22,1,1,5,32,3,22,2,11,1,1
22,1,1,6,27,5,22,2,15,1,1
22,1,1,7,31,15,22,2,12,1,1
22,1,1,8,29,0,22,2,15,1,1
22,1,1,9,27,1,22,2,11,1,1
22,1,1,10,23,0,22,2,10,1,1
22,1,1,11,21,0,22,2,3,1,1
22,1,1,12,24,8,22,0,0,1,1
22,1,1,13,21,1,22,0,4,1,1
22,1,1,14,24,9,22,2,1,1,1
22,1,1,15,23,16,22,0,14,1,1
22,1,1,16,31,1,22,2,16,1,1
22,1,1,17,25,15,22,2,0,1,1
23,1,1,0,31,10,23,2,7,1,1
23,1,1,1,29,3,23,0,17,1,1
23,1,1,2,30,8,23,0,8,1,1
23,1,1,3,27,7,23,0,15,1,1
23,1,1,4,31,8,23,0,17,1,1
23,1,1,5,20,8,23,0,7,1,1
23,1,1,6,30,10,23,2,11,1,1
23,1,1,7,24,11,23,2,12,1,1
23,1,1,8,21,1,23,0,12,1,1
23,1,1,9,28,10,23,2,8,1,1
23,1,1,10,30,4,23,0,14,1,1
23,1,1,12,30,13,23,2,11,1,1
23,1,1,13,28,9,23,0,0,1,1
23,1,1,14,22,16,23,2,1,1,1
23,1,1,15,22,5,23,0,6,1,1
23,1,1,16,28,8,23,2,9,1,1
23,1,1,17,26,15,23,0,11,1,1
24,1,1,0,28,17,24,0,12,1,1
24,1,1,1,26,5,24,0,5,1,1
24,1,1,2,32,4,24,0,1,1,1
24,1,1,3,26,16,24,2,0,1,1
24,1,1,4,25,3,24,0,9,1,1
24,1,1,5,23,2,24,2,16,1,1
24,1,1,6,30,0,24,2,6,1,1
24,1,1,7,25,12,24,2,11,1,1
24,1,1,8,28,17,24,0,17,1,1
24,1,1,9,28,15,24,0,1,1,1
24,1,1,10,23,5,24,0,9,1,1
24,1,1,11,22,2,24,0,0,1,1
24,1,1,12,27,0,24,2,12,1,1
24,1,1,13,30,1,24,0,4,1,1
24,1,1,14,30,14,24,2,6,1,1
24,1,1,15,30,10,24,2,5,1,1
24,1,1,16,23,9,24,2,16,1,1
24,1,1,17,25,1,24,0,13,1,1
25,1,1,0,31,10,25,0,1,1,1
25,1,1,1,24,11,25,2,0,1,1
25,1,1,2,20,1,25,2,3,1,1
25,1,1,3,22,9,25,2,5,1,1
25,1,1,4,20,3,25,2,2,1,1
25,1,1,5,29,5,25,2,5,1,1
25,1,1,6,23,4,25,0,13,1,1
25,1,1,7,21,2,25,0,6,1,1
25,1,1,8,24,13,25,2,1,1,1
25,1,1,9,29,11,25,0,11,1,1
25,1,1,10,28,8,25,0,4,1,1
25,1,1,11,32,7,25,2,9,1,1
25,1,1,12,24,6,25,2,7,1,1
25,1,1,13,26,10,25,0,10,1,1
25,1,1,14,30,3,25,2,1,1,1
25,1,1,15,31,14,25,2,6,1,1
25,1,1,16,30,16,25,0,15,1,1
25,1,1,17,26,16,25,2,17,1,1
26,1,1,0,22,10,26,0,2,1,1
26,1,1,1,28,7,26,2,3,1,1
26,1,1,2,31,2,26,0,17,1,1
26,1,1,3,23,4,26,0,13,1,1
26,1,1,4,27,2,26,0,1,1,1
26,1,1,5,24,10,26,0,13,1,1
26,1,1,7,25,6,26,0,11,1,1
26,1,1,8,24,10,26,0,5,1,1
26,1,1,9,27,16,26,0,11,1,1
26,1,1,10,27,7,26,0,15,1,1
26,1,1,11,23,16,26,0,8,1,1
26,1,1,12,29,5,26,0,13,1,1
26,1,1,13,21,1,26,0,14,1,1
26,1,1,14,24,16,26,0,0,1,1
26,1,1,15,21,15,26,0,10,1,1
26,1,1,16,24,2,26,0,3,1,1
26,1,1,17,21,17,26,2,14,1,1
27,1,1,0,29,2,27,2,11,1,1
27,1,1,1,30,11,20,0,3,1,1
27,1,1,2,20,17,20,0,1,1,1
27,1,1,3,21,3,27,0,10,1,1
27,1,1,4,21,7,20,2,0,1,1
27,1,1,5,29,2,27,2,17,1,1
27,1,1,6,25,6,20,0,6,1,1
27,1,1,7,24,8,20,0,2,1,1
27,1,1,8,29,4,20,0,8,1,1
27,1,1,9,25,2,20,2,2,1,1
27,1,1,10,23,12,20,0,9,1,1
27,1,1,11,31,7,27,0,0,1,1
27,1,1,12,23,16,20,2,2,1,1
27,1,1,13,26,13,20,0,12,1,1
27,1,1,14,25,6,20,0,9,1,1
27,1,1,15,25,9,20,0,16,1,1
27,1,1,16,25,1,20,0,1,1,1
27,1,1,17,24,9,20,0,1,1,1
28,1,1,0,30,13,28,0,0,1,1
28,1,1,1,22,14,28,0,0,1,1
28,1,1,2,27,9,28,0,1,1,1
28,1,1,3,20,7,28,0,0,1,1
28,1,1,4,31,2,28,0,1,1,1
28,1,1,5,23,14,28,0,0,1,1
28,1,1,6,26,13,28,0,1,1,1
28,1,1,7,25,11,28,0,0,1,1
28,1,1,8,32,2,28,0,0,1,1
28,1,1,9,30,0,28,0,1,1,1
28,1,1,10,23,9,28,0,1,1,1
28,1,1,11,29,3,28,0,2,1,1
28,1,1,12,21,15,28,0,1,1,1
28,1,1,13,27,8,28,0,2,1,1
28,1,1,14,27,4,28,2,4,1,1
28,1,1,15,30,1,28,0,11,1,1
28,1,1,16,30,11,28,0,1,1,1
28,1,1,17,24,5,28,2,11,1,1
29,1,1,0,24,16,29,0,2,1,1
29,1,1,1,24,14,29,2,6,1,1
29,1,1,2,20,3,29,0,14,1,1
29,1,1,3,30,10,29,0,14,1,1
29,1,1,4,21,14,29,0,7,1,1
29,1,1,5,20,15,29,2,15,1,1
29,1,1,6,20,5,29,0,16,1,1
29,1,1,7,30,15,29,2,15,1,1
29,1,1,8,32,1,29,0,8,1,1
29,1,1,9,22,0,29,0,13,1,1
29,1,1,10,24,1,29,0,3,1,1
29,1,1,11,21,3,29,0,2,1,1
29,1,1,12,30,6,29,0,4,1,1
29,1,1,13,25,16,29,0,13,1,1
29,1,1,14,20,0,29,2,13,1,1
29,1,1,15,30,10,29,0,17,1,1
29,1,1,16,30,3,29,2,5,1,1
29,1,1,17,25,2,29,0,17,1,1
30,1,1,0,25,6,30,0,14,1,1
30,1,1,1,25,12,30,0,7,1,1
30,1,1,2,31,11,30,0,3,1,1
30,1,1,3,20,17,30,0,15,1,1
30,1,1,4,31,16,30,0,8,1,1
30,1,1,5,23,14,30,0,1,1,1
30,1,1,6,20,15,30,0,7,1,1
30,1,1,7,31,2,30,0,5,1,1
30,1,1,8,28,2,30,0,16,1,1
30,1,1,9,25,4,30,2,6,1,1
30,1,1,10,23,6,30,2,1,1,1
30,1,1,11,21,3,30,0,17,1,1
30,1,1,12,21,12,30,0,13,1,1
30,1,1,13,28,9,30,0,15,1,1
30,1,1,14,23,2,30,0,7,1,1
30,1,1,15,20,6,30,0,11,1,1
30,1,1,16,28,9,30,0,10,1,1
31,1,1,1,21,13,31,0,10,1,1
31,1,1,2,25,10,31,0,5,1,1
31,1,1,5,27,0,31,0,7,1,1
31,1,1,6,29,9,31,2,15,1,1
31,1,1,7,22,2,31,0,7,1,1
31,1,1,8,24,12,31,0,4,1,1
31,1,1,9,30,1,31,0,12,1,1
31,1,1,10,20,16,31,2,3,1,1
31,1,1,11,21,1,31,0,11,1,1
31,1,1,13,27,6,31,0,16,1,1
31,1,1,14,27,0,31,0,14,1,1
31,1,1,15,23,9,31,0,7,1,1
31,1,1,16,27,0,31,0,0,1,1
31,1,1,17,23,6,31,0,11,1,1
32,1,1,0,27,17,20,0,8,1,1
32,1,1,1,29,11,20,0,6,1,1
32,1,1,2,24,14,20,0,12,1,1
32,1,1,3,27,8,32,0,1,1,1
32,1,1,4,27,6,20,2,0,1,1
32,1,1,5,20,16,32,2,6,1,1
32,1,1,6,26,3,20,0,3,1,1
32,1,1,7,31,16,20,2,2,1,1
32,1,1,8,26,14,20,0,7,1,1
21,1,0,4,30,8,21,2,7,1,0
23,1,0,11,25,11,23,0,6,1,0
26,1,0,6,24,2,26,0,16,1,0
30,1,0,17,32,3,30,2,11,1,0
31,1,0,0,30,12,31,2,16,1,0
31,1,0,3,25,6,31,2,11,1,0
31,1,0,4,23,0,31,0,15,1,0
31,1,0,12,28,12,31,2,6,1,0
20,2,1,0,22,11,20,0,3,1,1
20,2,1,1,23,0,20,0,12,1,1
20,2,1,2,21,17,21,1,4,1,1
20,2,1,3,22,7,20,1,14,1,1
21,2,1,3,22,13,21,1,17,1,1
21,2,1,4,22,2,21,0,5,1,1
21,2,1,5,22,11,21,0,16,1,1
21,2,1,6,22,0,21,0,6,1,1
21,2,1,7,22,16,21,1,4,1,1
21,2,1,8,22,10,21,1,9,1,1
21,2,1,9,22,17,21,0,13,1,1
21,2,1,10,20,1,21,1,0,1,1
21,2,1,11,22,12,21,0,14,1,1
21,2,1,12,22,5,21,0,17,1,1
21,2,1,13,22,2,21,0,10,1,1
21,2,1,14,22,11,21,1,15,1,1
21,2,1,15,22,13,21,1,7,1,1
21,2,1,16,20,3,21,1,14,1,1
21,2,1,17,22,17,21,1,4,1,1
22,2,1,0,21,13,22,0,16,1,1
22,2,1,1,21,15,22,1,2,1,1
22,2,1,2,21,8,22,0,15,1,1
22,2,1,3,21,3,22,1,2,1,1
22,2,1,4,21,5,22,1,10,1,1
22,2,1,5,21,13,22,0,4,1,1
22,2,1,6,21,17,22,0,2,1,1
22,2,1,7,23,0,22,0,7,1,1
22,2,1,8,21,6,22,0,7,1,1
22,2,1,9,21,11,22,0,5,1,1
22,2,1,10,21,15,22,0,8,1,1
22,2,1,11,21,11,22,0,4,1,1
22,2,1,12,21,12,22,0,0,1,1
22,2,1,13,21,17,22,0,3,1,1
22,2,1,14,21,3,22,0,13,1,1
22,2,1,16,20,0,22,0,8,1,1
22,2,1,17,21,4,22,1,13,1,1
23,2,1,0,22,7,23,1,6,1,1
20,2,0,4,31,12,20,0,6,1,0
20,2,0,5,29,3,20,0,8,1,0
20,2,0,6,25,0,20,0,1,1,0
20,2,0,7,26,6,20,1,14,1,0
20,2,0,8,31,6,20,1,0,1,0
20,2,0,9,30,15,20,0,10,1,0
20,2,0,10,24,7,20,1,17,1,0
20,2,0,11,30,6,20,1,14,1,0
20,2,0,12,30,7,20,0,1,1,0
20,2,0,13,25,9,20,0,15,1,0
20,2,0,14,24,4,20,1,11,1,0
20,2,0,15,25,17,20,1,8,1,0
20,2,0,16,26,17,20,1,14,1,0
20,2,0,17,23,2,20,1,5,1,0
21,2,0,0,27,3,21,1,16,1,0
21,2,0,1,26,2,21,1,7,1,0
21,2,0,2,32,7,21,0,7,1,0
22,2,0,15,31,14,22,1,10,1,0
23,2,0,1,20,17,23,1,8,1,0
23,2,0,2,20,14,23,1,3,1,0
23,2,0,3,24,6,23,1,9,1,0
23,2,0,4,31,6,23,1,3,1,0
23,2,0,5,21,0,23,1,5,1,0
23,2,0,6,30,5,23,1,16,1,0
23,2,0,7,28,2,23,0,16,1,0
23,2,0,8,28,14,23,0,12,1,0
23,2,0,9,29,1,23,0,6,1,0
23,2,0,10,27,13,23,0,0,1,0
23,2,0,11,32,3,23,1,17,1,0
23,2,0,12,26,1,23,0,6,1,0
23,2,0,13,27,2,23,1,4,1,0
23,2,0,14,27,12,23,0,12,1,0
23,2,0,15,29,11,23,0,3,1,0
23,2,0,16,29,16,23,1,12,1,0
23,2,0,17,24,4,23,1,2,1,0
24,2,0,0,21,17,24,0,7,1,0
24,2,0,1,25,17,24,1,16,1,0
24,2,0,2,22,2,24,1,15,1,0
24,2,0,3,27,16,24,0,13,1,0
24,2,0,4,27,15,24,1,3,1,0
24,2,0,5,27,0,24,1,14,1,0
24,2,0,6,22,2,24,1,14,1,0
24,2,0,7,27,0,24,0,3,1,0
24,2,0,8,31,7,24,0,4,1,0
24,2,0,9,32,0,24,1,10,1,0
24,2,0,10,30,9,24,1,5,1,0
24,2,0,11,29,9,24,0,17,1,0
24,2,0,12,31,13,24,0,16,1,0
24,2,0,13,31,13,24,0,11,1,0
24,2,0,14,25,13,24,0,16,1,0
24,2,0,15,29,11,24,1,14,1,0
24,2,0,16,22,10,24,1,0,1,0
24,2,0,17,31,7,24,0,13,1,0
25,2,0,0,29,15,25,0,11,1,0
25,2,0,1,24,15,25,0,6,1,0
25,2,0,2,31,5,25,0,5,1,0
25,2,0,3,28,10,25,1,13,1,0
25,2,0,4,21,0,25,1,8,1,0
25,2,0,5,21,4,25,1,16,1,0
25,2,0,6,26,8,25,0,9,1,0
25,2,0,7,31,5,25,0,15,1,0
25,2,0,8,22,17,25,0,5,1,0
25,2,0,9,29,13,25,1,4,1,0
25,2,0,10,30,4,25,0,8,1,0
25,2,0,11,27,2,25,1,9,1,0
25,2,0,12,32,5,25,1,4,1,0
25,2,0,13,24,2,25,1,1,1,0
25,2,0,14,32,7,25,1,3,1,0
25,2,0,15,21,4,25,0,11,1,0
25,2,0,16,26,2,25,1,2,1,0
25,2,0,17,31,15,25,1,7,1,0
26,2,0,0,31,16,26,0,6,1,0
26,2,0,1,27,2,26,1,14,1,0
26,2,0,2,25,11,26,0,5,1,0
26,2,0,3,28,6,26,1,12,1,0
26,2,0,4,24,0,26,0,14,1,0
26,2,0,5,29,7,26,0,5,1,0
26,2,0,6,31,7,26,0,1,1,0
26,2,0,7,23,12,26,1,3,1,0
26,2,0,8,28,11,26,1,0,1,0
26,2,0,9,21,10,26,1,7,1,0
26,2,0,10,27,0,26,1,9,1,0
26,2,0,11,28,9,26,0,3,1,0
26,2,0,12,22,7,26,1,6,1,0
26,2,0,13,21,7,26,0,5,1,0
26,2,0,14,30,7,26,0,15,1,0
26,2,0,15,25,13,26,0,15,1,0
26,2,0,16,28,17,26,0,10,1,0
26,2,0,17,29,7,26,0,17,1,0
27,2,0,0,21,14,27,1,8,1,0
27,2,0,1,31,5,27,0,4,1,0
27,2,0,2,26,5,27,0,2,1,0
27,2,0,3,30,1,27,1,14,1,0
27,2,0,4,24,11,27,0,5,1,0
27,2,0,5,26,16,27,0,12,1,0
27,2,0,6,20,4,27,1,6,1,0
27,2,0,7,32,7,27,0,1,1,0
27,2,0,8,32,7,27,0,17,1,0
27,2,0,9,24,2,27,0,13,1,0
27,2,0,10,29,1,27,1,0,1,0
27,2,0,11,32,5,27,1,0,1,0
27,2,0,12,20,13,27,1,12,1,0
27,2,0,13,31,16,27,1,4,1,0
27,2,0,14,25,14,27,0,13,1,0
27,2,0,15,24,4,27,0,4,1,0
27,2,0,16,24,2,27,1,4,1,0
27,2,0,17,26,15,27,0,16,1,0
28,2,0,0,27,16,28,1,17,1,0
28,2,0,1,30,14,28,0,17,1,0
28,2,0,2,31,0,28,1,3,1,0
28,2,0,3,25,8,28,0,14,1,0
28,2,0,4,21,5,28,0,3,1,0
28,2,0,5,30,5,28,0,10,1,0
28,2,0,6,30,2,28,1,5,1,0
28,2,0,7,31,1,28,1,5,1,0
28,2,0,8,29,8,28,1,5,1,0
28,2,0,9,31,16,28,0,14,1,0
28,2,0,10,20,5,28,0,14,1,0
28,2,0,11,21,2,28,0,14,1,0
28,2,0,12,22,4,28,0,14,1,0
28,2,0,13,22,12,28,0,6,1,0
28,2,0,14,20,2,28,0,14,1,0
28,2,0,15,30,15,28,1,4,1,0
28,2,0,16,25,8,28,1,3,1,0
28,2,0,17,24,15,28,1,4,1,0
29,2,0,0,27,0,29,1,7,1,0
29,2,0,1,26,3,29,0,5,1,0
29,2,0,2,21,17,29,0,5,1,0
29,2,0,3,25,12,29,0,1,1,0
29,2,0,4,27,7,29,1,10,1,0
29,2,0,5,28,7,29,0,10,1,0
29,2,0,6,25,4,29,1,0,1,0
29,2,0,7,21,5,29,1,0,1,0
29,2,0,8,28,16,29,1,5,1,0
29,2,0,9,28,3,29,1,2,1,0
29,2,0,10,21,6,29,0,8,1,0
29,2,0,11,23,16,29,0,8,1,0
29,2,0,12,25,14,29,0,1,1,0
29,2,0,13,30,9,29,1,4,1,0
29,2,0,14,20,13,29,0,16,1,0
29,2,0,15,28,13,29,0,6,1,0
29,2,0,16,23,3,29,0,1,1,0
